Wavelength,l
752.7752212853679,2.1678057443056407
755.4739299712968,2.1759252179703794
758.1726386572258,2.184044691635118
760.8713473431546,2.196223902132226
763.5700560290835,2.204343375796965
766.2687647150124,2.2124628494617036
768.9674734009413,2.2205823231264423
771.6661820868702,2.2327615336235502
774.3648907727991,2.240881007288289
777.063599458728,2.2449407441206586
779.7623081446569,2.2490004809530277
782.4610168305858,2.261179691450136
785.1597255165146,2.2652394282825052
787.8584342024436,2.273358901947244
790.5571428883725,2.2855381124443523
793.2558515743013,2.2977173229414607
795.9545602602303,2.305836796606199
798.6532689461592,2.3139562702709378
801.351977632088,2.3180160071033074
804.0506863180169,2.3180160071033074
806.7493950039459,2.3220757439356765
809.4481036898748,2.3301952176004153
812.1468123758036,2.334254954432785
814.8455210617325,2.334254954432785
817.5442297476615,2.3301952176004153
820.2429384335903,2.3261354807680457
822.9416471195192,2.3261354807680457
825.6403558054482,2.334254954432785
828.339064491377,2.334254954432785
831.0377731773059,2.338314691265154
833.7364818632348,2.3464341649298928
836.4351905491637,2.3545536385946315
839.1338992350926,2.3586133754270007
841.8326079210215,2.370792585924109
844.5313166069504,2.3870315332535865
847.2300252928793,2.3951510069183253
849.9287339788082,2.403270480583064
852.627442664737,2.407330217415433
855.326151350666,2.407330217415433
858.0248600365949,2.407330217415433
860.7235687225237,2.411389954247803
863.4222774084527,2.4154496910801724
866.1209860943816,2.4235691647449107
868.8196947803104,2.439808112074388
871.5184034662393,2.4479275857391274
874.2171121521683,2.464166533068605
876.9158208380971,2.4804054803980824
879.614529524026,2.4925846908951903
882.313238209955,2.49664442772756
885.0119468958839,2.49664442772756
887.7106555818127,2.49664442772756
890.4093642677416,2.49664442772756
893.1080729536706,2.504763901392298
895.8067816395994,2.504763901392298
898.5054903255283,2.5088236382246674
901.2041990114571,2.512883375057037
903.9029076973861,2.5210028487217757
906.601616383315,2.5291223223865145
909.3003250692439,2.537241796051253
911.9990337551728,2.537241796051253
914.6977424411017,2.537241796051253
917.3964511270306,2.5291223223865145
920.0951598129594,2.525062585554145
922.7938684988884,2.525062585554145
925.4925771848173,2.5291223223865145
928.1912858707461,2.537241796051253
930.8899945566751,2.5494210065483616
933.588703242604,2.5534807433807307
936.2874119285328,2.5494210065483616
938.9861206144617,2.533182059218884
941.6848293003907,2.5210028487217757
944.3835379863195,2.5088236382246674
947.0822466722484,2.4925846908951903
949.7809553581774,2.4844652172304516
952.4796640441062,2.476345743565713
955.1783727300351,2.472286006733343
957.877081415964,2.464166533068605
960.575790101893,2.464166533068605
963.2744987878218,2.468226269900974
965.9732074737508,2.472286006733343
968.6719161596795,2.4844652172304516
971.3706248456085,2.4885249540628207
974.0693335315375,2.500704164559929
976.7680422174662,2.512883375057037
979.4667509033952,2.533182059218884
982.165459589324,2.5534807433807307
984.864168275253,2.5737794275425774
987.5628769611819,2.590018374872055
990.2615856471107,2.6143767958662716
992.9602943330397,2.6346754800281182
995.6590030189686,2.6509144273575957
998.3577117048974,2.6793325851841816
1001.0564203908264,2.68745205884892
1003.7551290767553,2.7280494271726137
1006.4538377626841,2.75240784816683
1009.1525464486131,2.7747364007448616
1011.851255134542,2.8254831111494787
1014.5499638204708,2.849841532143695
1017.2486725063998,2.8579610058084337
1019.9473811923285,2.8884090320512037
1022.6460898782575,2.9168271898777896
1025.3447985641865,2.961484295033853
1028.0435072501152,3.0000517949413616
